timestamp,description,ipaddress,limit6,float,year,money,country,Enum,mailid,bool,longnumber,stockprice,output
13:36:31,unleash customized infomediaries,182.137.126.106,#88ad9b,-6.576574,2011,$7.97 ,Netherlands,95,omurley7s@bbb.org,TRUE,3.54E+15,$505.59M,0
21:49:36,leverage front-end partnerships,73.121.166.20,#26fc3d,14.5634196,1987,$9.62 ,United States,95,kklampted@live.com,FALSE,3.54E+15,$4.14B,0
11:24:16,synthesize integrated web services,155.194.23.167,#f2b874,21.6818943,2001,$9.56 ,Ukraine,96,bdulen6q@seattletimes.com,FALSE,3.53E+15,$677.94M,0
4:58:40,disintermediate integrated convergence,160.231.124.66,#880413,-6.2468515,2009,$7.47 ,China,99,hbedder3e@loc.gov,TRUE,5.41E+15,$650.38M,0
10:04:13,utilize bricks-and-clicks web services,92.206.11.3,#97e2a6,10.4868673,2007,$6.87 ,Portugal,99,amcclaughlin95@github.io,FALSE,5.50E+15,$47.56M,0
14:58:54,brand scalable deliverables,23.102.39.46,#870152,56.1952581,2008,$3.94 ,Afghanistan,100,alothlorienac@berkeley.edu,FALSE,5.24E+15,$191.03M,0
4:13:56,engage plug-and-play experiences,111.20.212.149,#3aeb64,-34.3048508,2002,$2.36 ,Sweden,102,edanihelkadv@hp.com,TRUE,3.59E+15,$5.45B,0
21:53:16,strategize value-added schemas,201.204.142.174,#3ae6ac,26.630845,2010,$10.00 ,China,103,deadmead8f@engadget.com,FALSE,3.56E+15,$8.55B,0
3:23:01,strategize wireless communities,48.164.240.238,#a89238,3.1523104,2004,$4.89 ,China,103,ktrevettdx@sakura.ne.jp,TRUE,3.78E+14,$737.05M,0
4:29:21,enable open-source paradigms,64.142.235.246,#1f736b,48.9088164,1984,$1.52 ,Colombia,103,lsoaresjq@ehow.com,TRUE,3.58E+15,$611.82M,0
23:25:43,empower bricks-and-clicks metrics,135.191.228.148,#c198e3,-6.9783786,2012,$5.30 ,Albania,103,mlathanjw@artisteer.com,FALSE,3.58E+15,$2.11B,0
19:42:10,expedite customized systems,64.71.204.12,#de3dff,14.5697429,2008,$9.13 ,China,104,alindebergiu@bing.com,FALSE,5.10E+15,$129.26M,0
19:26:29,whiteboard mission-critical ROI,170.152.81.223,#63cbc1,53.7322394,2004,$5.55 ,China,109,ktessington3t@harvard.edu,FALSE,3.74E+14,$571.52M,0
12:29:27,recontextualize visionary communities,31.50.221.164,#a20746,-5.1291727,2012,$8.10 ,United States,109,mberging3@hexun.com,TRUE,2.02E+14,$4.74B,0
15:50:59,integrate value-added infomediaries,86.99.115.138,#2e2a07,33.37,2010,$2.66 ,Russia,110,obrockmn@nhs.uk,FALSE,6.40E+15,$107.35M,0
21:12:45,maximize user-centric experiences,232.240.61.88,#6be257,-10.2689776,2006,$4.24 ,Denmark,113,bvaloispc@elpais.com,FALSE,5.60E+15,$883.38M,0
0:56:14,transform cross-platform content,154.227.168.117,#578038,-7.5085719,1998,$1.16 ,South Africa,115,lbavester82@tumblr.com,TRUE,2.02E+14,$40.16M,0
13:09:17,maximize real-time web-readiness,103.167.206.117,#0a21e6,19.309169,2003,$4.41 ,Peru,116,mgradly53@timesonline.co.uk,FALSE,3.58E+15,$1.27B,0
3:42:14,mesh ubiquitous functionalities,60.43.96.224,#30abf2,37.444498,2003,$9.98 ,Thailand,120,ggarlingeby@economist.com,FALSE,3.57E+15,$282.79M,0
1:53:11,streamline leading-edge content,174.42.162.75,#39f003,44.9263486,1987,$1.58 ,Russia,120,stranterkk@ucsd.edu,TRUE,5.10E+15,$52.7B,0
12:35:56,evolve holistic interfaces,158.104.16.237,#296aa3,40.6238989,2010,$6.46 ,China,121,charpkz@sun.com,TRUE,3.56E+15,$4.24B,0
16:29:17,redefine global systems,216.232.43.37,#4aca32,43.30706,1985,$0.09 ,Indonesia,126,lthurlbecke5@prweb.com,FALSE,5.60E+15,$347.43M,0
22:24:39,incentivize scalable e-tailers,68.70.177.99,#f37520,41.3427327,2008,$9.77 ,France,127,teneferqj@nih.gov,TRUE,3.57E+15,$51.34B,0
4:06:53,whiteboard end-to-end synergies,198.253.47.149,#5296ac,-7.0986081,1995,$6.10 ,Indonesia,129,lbellingham9k@salon.com,TRUE,4.04E+12,$14.16B,0
10:55:18,exploit innovative markets,133.109.146.93,#6b60b8,-8.2247589,2012,$0.24 ,Philippines,132,fertdn@ovh.net,TRUE,3.56E+15,$4.46B,0
22:47:25,aggregate value-added e-markets,196.93.146.54,#4419a6,40.9905239,1987,$5.58 ,Netherlands,136,eofairy4n@narod.ru,TRUE,5.61E+16,$3.76B,0
10:43:32,harness robust bandwidth,243.0.87.112,#cc3b73,8.1526675,2003,$6.39 ,Pakistan,136,emenis9c@ifeng.com,TRUE,3.55E+15,$128.99M,0
20:58:08,matrix one-to-one portals,45.229.32.66,#2cb501,-6.6835129,2013,$6.84 ,Chile,141,ofelipm4@earthlink.net,TRUE,3.56E+15,$1.35B,0
8:24:30,morph leading-edge methodologies,222.232.161.41,#61b790,-6.8544539,2003,$2.58 ,Indonesia,142,alyallev@woothemes.com,TRUE,3.55E+15,$1.49B,0
15:52:55,envisioneer intuitive technologies,235.188.200.195,#47f9fd,40.7758541,2003,$1.47 ,Finland,142,dbeneyiv@bbc.co.uk,TRUE,5.02E+16,$1.96B,0
17:11:40,repurpose virtual e-markets,158.206.29.207,#a34e80,40.6021201,1999,$2.32 ,United Arab Emirates,143,pbernardo71@indiatimes.com,FALSE,6.39E+15,$89.33M,0
16:10:10,syndicate B2B interfaces,114.115.29.209,#cbcd23,45.2981711,2005,$4.37 ,China,143,sfriedcr@moonfruit.com,FALSE,3.03E+13,$121.38M,0
16:02:57,deploy robust e-commerce,100.173.57.73,#0d1cc6,38.2214782,1994,$1.11 ,Brazil,143,chighwayf2@comsenz.com,TRUE,4.02E+15,$654.69M,0
23:56:43,exploit out-of-the-box portals,68.114.84.55,#47eed8,41.6714042,1997,$3.71 ,France,144,iingallja@mapquest.com,FALSE,3.53E+15,$12.9M,0
15:37:36,disintermediate frictionless applications,209.6.33.127,#6aa41c,31.7244854,1996,$6.91 ,South Africa,145,ryurevichi0@marketwatch.com,TRUE,4.84E+15,$6B,0
1:48:13,transition wireless content,235.27.22.237,#63212f,13.3475852,2008,$0.03 ,Latvia,146,njonson25@symantec.com,FALSE,6.39E+15,$387.37M,0
3:35:28,target virtual ROI,57.165.208.112,#b008c8,-7.4727879,2009,$2.50 ,Nigeria,146,fdunkinson69@gizmodo.com,TRUE,5.60E+15,$189.23B,0
6:45:03,harness turn-key e-tailers,104.180.224.156,#9f77a8,41.4956796,2004,$0.86 ,China,146,jocarrollg4@mail.ru,TRUE,3.58E+15,$1.5B,0
5:02:40,utilize plug-and-play e-markets,230.194.250.249,#ca5b6a,48.9236625,2012,$7.64 ,Thailand,147,cpetrelliae@cocolog-nifty.com,TRUE,3.58E+15,$63.94M,0
8:10:49,transform killer partnerships,231.186.43.145,#1581ba,4.6559524,1985,$5.97 ,Indonesia,147,mheimesjx@ustream.tv,FALSE,6.33E+18,$136.87M,0
22:25:03,seize revolutionary mindshare,117.86.144.150,#2074f8,26.547864,2001,$9.10 ,France,148,mmurty8z@is.gd,FALSE,6.33E+18,$1.41B,0
1:39:52,repurpose revolutionary portals,155.52.191.42,#212fe8,-8.5793,2007,$3.48 ,Canada,152,rcollensqc@123-reg.co.uk,FALSE,3.57E+15,$2.86B,0
13:10:07,drive 24/365 networks,82.155.187.1,#6dfe11,-1.9,2005,$9.78 ,Nigeria,153,fdigance4y@dropbox.com,FALSE,4.94E+17,$2.7B,0
7:44:41,leverage dot-com eyeballs,162.38.90.240,#791ea5,56.0161995,2007,$4.29 ,China,153,dendses@liveinternet.ru,TRUE,3.58E+15,$3.74B,0
18:14:15,brand viral paradigms,52.7.190.101,#57a099,54.939834,1984,$3.18 ,Armenia,153,tbrogginifx@flavors.me,FALSE,5.05E+15,$1.07B,0
18:24:28,orchestrate transparent eyeballs,53.185.178.76,#c7fd50,56.1929385,1993,$7.07 ,Indonesia,153,dburneyr1@nyu.edu,TRUE,3.53E+15,$50.64M,0
15:08:04,aggregate real-time networks,238.150.15.192,#d5d999,46.1446171,1986,$8.39 ,Nigeria,156,svanarsdalen0@walmart.com,FALSE,3.53E+15,$1.06B,0
9:58:57,harness e-business channels,51.165.255.200,#e042b7,-15.0144051,2004,$0.81 ,France,159,sollerton1p@1688.com,TRUE,3.57E+15,$214.54M,0
12:51:21,optimize impactful methodologies,104.47.16.182,#d1347c,41.245445,2012,$7.06 ,Nicaragua,160,kvannikov60@who.int,TRUE,3.58E+15,$73.14M,0
7:26:14,reintermediate front-end users,208.172.71.125,#80e855,23.797309,1997,$3.06 ,Russia,161,vvallentinj0@mashable.com,FALSE,4.90E+17,$2.05B,0
7:46:31,cultivate vertical metrics,246.59.149.96,#f9f33e,-13.65232,2008,$1.48 ,Brazil,162,vbegleyix@t.co,FALSE,3.58E+15,$324.79M,0
2:23:33,facilitate intuitive users,188.142.233.176,#a8cf0c,45.0274234,2012,$6.67 ,Russia,169,kganfordj@live.com,FALSE,3.55E+15,$498.65M,0
12:38:02,maximize frictionless action-items,149.215.136.92,#bcdfc0,40.3606136,2012,$7.74 ,Russia,169,ckoppc0@guardian.co.uk,TRUE,3.55E+15,$193.2M,0
11:29:03,mesh best-of-breed architectures,162.64.87.236,#40de89,28.953619,1994,$9.97 ,Afghanistan,171,fflethamh6@redcross.org,TRUE,5.05E+15,$157.67M,0
8:26:15,grow killer platforms,108.122.79.157,#620289,44.7656213,1990,$5.62 ,Bulgaria,172,btineman6i@bigcartel.com,TRUE,6.39E+15,$83.53M,0
5:34:22,harness interactive niches,235.181.173.162,#50c4a2,5.081006,1998,$9.68 ,Russia,172,jfawdryaj@g.co,TRUE,5.35E+15,$7.18M,0
18:19:22,benchmark plug-and-play channels,1.146.45.85,#6292c6,23.12911,1989,$7.08 ,China,173,mqueyosgu@mozilla.com,TRUE,5.10E+15,$67.98B,0
23:43:04,matrix viral networks,97.49.86.194,#ca25fe,41.9797938,2009,$8.66 ,Panama,174,apeatnp@google.com.au,FALSE,4.41E+15,$518.61M,0
10:14:09,visualize seamless content,99.82.25.125,#fa8a7b,38.1189564,1988,$2.58 ,China,175,nhumpageen@cafepress.com,TRUE,5.60E+15,$1.06B,0
12:10:27,deliver innovative solutions,50.5.22.216,#de2292,42.3145494,1993,$3.02 ,Philippines,175,mpenimanl6@oakley.com,FALSE,6.33E+17,$75.46M,0
8:09:14,innovate 24/365 solutions,205.185.40.115,#7652a2,43.30706,2011,$3.79 ,Poland,176,dhurrellf1@abc.net.au,TRUE,3.56E+15,$38.75M,0
9:43:12,leverage value-added paradigms,193.44.60.145,#08176f,38.7240446,2003,$7.42 ,China,183,pbrachhe@so-net.ne.jp,TRUE,3.54E+15,$162.03M,0
4:24:32,disintermediate one-to-one models,124.179.89.17,#88bb7b,13.336458,1992,$3.09 ,Uruguay,188,ascanlin16@usa.gov,TRUE,3.54E+15,$386.9M,0
18:28:36,aggregate 24/365 ROI,95.247.124.238,#d7a3e6,-11.0216067,1998,$7.30 ,Indonesia,191,rbrockhousebh@ucla.edu,TRUE,3.54E+15,$13.37M,0
2:34:24,revolutionize back-end metrics,213.200.80.217,#65ef1e,43.4945737,2010,$6.13 ,Russia,192,ishearsbypi@a8.net,FALSE,3.55E+15,$53.96M,0
17:43:46,grow viral systems,243.27.176.248,#3beb5a,42.5257603,1991,$3.97 ,China,195,tmanby79@techcrunch.com,FALSE,5.44E+15,$1.04B,0
4:09:33,orchestrate strategic infrastructures,135.46.165.111,#946e0d,20.1400094,2004,$0.11 ,Finland,195,mdast8u@de.vu,TRUE,5.32E+15,$7.2B,0
0:02:30,utilize strategic networks,186.232.175.159,#3b7fa9,49.1835908,1996,$0.97 ,Ecuador,199,ferlammr@moonfruit.com,TRUE,5.89E+15,$63.6M,0
21:12:57,brand web-enabled convergence,21.54.154.216,#47b58d,-7.5450262,2006,$4.42 ,Thailand,207,dgrimmerbd@bandcamp.com,FALSE,3.55E+15,$491.02M,0
19:48:19,exploit cross-platform functionalities,223.11.73.158,#50eb0a,-6.4127,1995,$3.68 ,Thailand,209,dbonus8p@angelfire.com,FALSE,4.41E+15,$701.48M,0
23:32:36,engage transparent markets,151.113.42.236,#47da4f,-8.5988,2003,$6.98 ,Dominican Republic,209,triolfifi@freewebs.com,FALSE,5.04E+17,$142.06M,0
15:23:12,recontextualize user-centric platforms,210.216.153.25,#23273e,14.3248092,2001,$3.54 ,China,211,bdhillon3r@usnews.com,TRUE,4.03E+15,$475.23M,0
17:21:25,enhance cross-platform e-commerce,24.110.13.152,#4c529b,47.48325,2003,$6.77 ,Croatia,217,ksevinbc@reference.com,TRUE,3.75E+14,$7.72B,0
23:04:19,matrix magnetic eyeballs,101.108.244.213,#aa96ac,15.0634836,2002,$8.05 ,Russia,217,gmacouncj@cisco.com,FALSE,3.54E+15,$192.01M,0
15:31:05,leverage e-business ROI,130.85.178.215,#538d2a,-34.4418692,2009,$6.14 ,Ghana,218,sgritton7t@ucsd.edu,FALSE,3.55E+15,$127.26M,0
22:05:18,innovate customized ROI,232.221.212.187,#f43c5a,31.617202,1987,$7.75 ,Japan,218,cpalffreyf4@apple.com,FALSE,3.54E+15,$3.85B,0
9:17:06,empower proactive initiatives,158.158.169.118,#948a92,-3.5106508,2010,$1.37 ,South Africa,219,hbrillemann8@pbs.org,TRUE,5.00E+15,$51.25B,0
7:18:04,utilize mission-critical e-tailers,198.72.220.248,#ac5c80,31.2823103,2010,$8.79 ,China,221,measman2w@hexun.com,TRUE,5.02E+16,$1.74B,0
9:36:19,empower magnetic vortals,125.68.33.234,#e19e8e,37.7582938,1999,$8.36 ,China,226,dhamnetjc@prlog.org,FALSE,4.51E+15,$112.34M,0
3:36:26,synthesize viral platforms,192.61.68.137,#d5ed75,31.364042,1999,$2.93 ,France,232,qklaas1q@friendfeed.com,FALSE,4.51E+15,$3.85B,0
0:33:49,expedite revolutionary markets,202.247.61.33,#33342c,38.119756,1993,$7.01 ,Brazil,232,fnapton4v@hud.gov,FALSE,2.02E+14,$1.71B,0
20:30:03,benchmark cross-media architectures,59.45.207.89,#46f425,55.2519048,2011,$9.12 ,China,232,vpiggotti7@g.co,TRUE,3.64E+13,$14.06B,0
22:48:01,matrix back-end markets,135.102.217.83,#e885ff,34.662234,2005,$1.91 ,Colombia,233,acapperqn@sciencedaily.com,TRUE,3.54E+15,$4.11B,0
20:29:01,incubate impactful eyeballs,125.212.105.115,#35d11f,31.26179,2003,$0.41 ,Estonia,234,hbaigent56@shareasale.com,TRUE,2.02E+14,$186.35M,0
1:04:29,streamline visionary markets,138.206.68.165,#ad48f6,-8.89429,1993,$6.68 ,Indonesia,235,bmugfordlg@reverbnation.com,TRUE,4.04E+12,$491.64M,0
10:17:51,incentivize granular partnerships,158.118.88.161,#a32b81,-14.72796,2004,$7.65 ,China,235,hcalbratheom@qq.com,TRUE,3.54E+15,$2.31B,0
18:43:31,reintermediate sexy web services,26.250.169.117,#a63dd4,-8.412375,1993,$1.34 ,Venezuela,235,cwelfordpx@1688.com,FALSE,4.41E+15,$795.07M,0
15:19:08,redefine efficient eyeballs,4.67.57.76,#ad2180,9.7532927,2009,$9.19 ,France,237,tbenzingqq@cafepress.com,FALSE,3.59E+15,$2.33B,0
